=3x2																																																																																									
SYS_VERSION	5																																																																																								
SYS_DATE	06/20/2017																																																																																								
SYS_TIME	14:43:34																																																																																								
=1x2																																																																																									
SYS_WAFERID	1																																																																																								
=137x90																																																																																									
VarName	PM_Die_woCap_Cont_p1p2_Resistor2Terminals_Res	PM_Die_woCap_Cont_p1p3_Resistor2Terminals_Res	PM_Die_woCap_Cont_p2p4_Resistor2Terminals_Res	PM_Die_woCap_Cont_p3p4_Resistor2Terminals_Res	PM_Die_woCap_tRZSiTiSi_tRZSiTiSi05_Resistor2Terminals_Res	PM_Die_woCap_tRZSiTiSi_tRZSiTiSi09_Resistor2Terminals_Res	PM_Die_woCap_tRZpSiTiSi_tRZpSiTiSi05_Resistor2Terminals_Res	PM_Die_woCap_tRZpSiTiSi_tRZpSiTiSi09_Resistor2Terminals_Res	PM_Die_woCap_tRZnSiTiSi_tRZnSiTiSi05_Resistor2Terminals_Res	PM_Die_woCap_tRZnSiTiSi_tRZnSiTiSi09_Resistor2Terminals_Res	PM_Die_woCap_tRZpTiSi_tRZpTiSi05_Resistor2Terminals_Res	PM_Die_woCap_tRZpTiSi_tRZpTiSi09_Resistor2Terminals_Res	PM_Die_woCap_tRZnTiSi_tRZnTiSi05_Resistor2Terminals_Res	PM_Die_woCap_tRZnTiSi_tRZnTiSi09_Resistor2Terminals_Res	PM_Die_woCap_TrAn_TrAn_Vtf_Vt	PM_Die_woCap_TrAn_TrAn_Glk_Gleak	PM_Die_woCap_TrAn_TrAn_Supply_Voltage_DSleak	PM_Die_woCap_TrAn_TrAn_Supply_Voltage_DSw_leak	PM_Die_woCap_TrAn_TrAn_DSdriver_DScurrent	PM_Die_woCap_TrAn_TrAn_DSdriver_DSw_driver	PM_Die_woCap_TrAn_TrAn_revers_Vt	PM_Die_woCap_TrAn_TrAn_Vbreak_Vbr	PM_Die_woCap_TrAp_TrAp_Vtf_Vt	PM_Die_woCap_TrAp_TrAp_DSlk_DSleak	PM_Die_woCap_TrAp_TrAp_DSlk_DSw_leak	PM_Die_woCap_TrAp_TrAp_Glk_Gleak	PM_Die_woCap_TrAp_TrAp_DSdriver_DScurrent	PM_Die_woCap_TrAp_TrAp_DSdriver_DSw_driver	PM_Die_woCap_TrAp_TrAp_Revers_Vt	PM_Die_woCap_TrAp_TrAp_Vbreak_Vbr	PM_Die_woCap_TrRn_TrRn_Vtf_Vt	PM_Die_woCap_TrRn_TrRn_Glk_Gleak	PM_Die_woCap_TrRn_TrRn_Supply_Voltage_DSleak	PM_Die_woCap_TrRn_TrRn_Supply_Voltage_DSw_leak	PM_Die_woCap_TrRn_TrRn_DSdriver_DScurrent	PM_Die_woCap_TrRn_TrRn_DSdriver_DSw_driver	PM_Die_woCap_TrRn_TrRn_revers_Vt	PM_Die_woCap_TrRn_TrRn_Vbreak_Vbr	PM_Die_woCap_TrRp_TrRp_Vtf_Vt	PM_Die_woCap_TrRp_TrRp_DSlk_DSleak	PM_Die_woCap_TrRp_TrRp_DSlk_DSw_leak	PM_Die_woCap_TrRp_TrRp_Glk_Gleak	PM_Die_woCap_TrRp_TrRp_DSdriver_DScurrent	PM_Die_woCap_TrRp_TrRp_DSdriver_DSw_driver	PM_Die_woCap_TrRp_TrRp_Revers_Vt	PM_Die_woCap_TrRp_TrRp_Vbreak_Vbr	PM_Die_woCap_TrHn_TrHn_Vtf_Vt	PM_Die_woCap_TrHn_TrHn_Glk_Gleak	PM_Die_woCap_TrHn_TrHn_Supply_Voltage_DSleak	PM_Die_woCap_TrHn_TrHn_Supply_Voltage_DSw_leak	PM_Die_woCap_TrHn_TrHn_DSdriver_DScurrent	PM_Die_woCap_TrHn_TrHn_DSdriver_DSw_driver	PM_Die_woCap_TrHn_TrHn_revers_Vt	PM_Die_woCap_TrHn_TrHn_Vbreak_Vbr	PM_Die_woCap_TrHp_TrHp_Vtf_Vt	PM_Die_woCap_TrHp_TrHp_DSlk_DSleak	PM_Die_woCap_TrHp_TrHp_DSlk_DSw_leak	PM_Die_woCap_TrHp_TrHp_Glk_Gleak	PM_Die_woCap_TrHp_TrHp_DSdriver_DScurrent	PM_Die_woCap_TrHp_TrHp_DSdriver_DSw_driver	PM_Die_woCap_TrHp_TrHp_Revers_Vt	PM_Die_woCap_TrHp_TrHp_Vbreak_Vbr	PM_Die_woCap_KLV_M1M2_KLV_M1_M2_KelvinMeasurement_Res	PM_Die_woCap_KLV_M1M2_KLV_M1_M2_KLVForceI_Res	PM_Die_woCap_KLV_M2M3_KLV_M2_M3_KelvinMeasurement_Res	PM_Die_woCap_KLV_M3M4_KLV_M3_M4_KelvinMeasurement_Res	PM_Die_woCap_KLV_M1M4_KLV_M1_M4_KelvinMeasurement_Res	PM_Die_woCap_KLV_nM1_KLV_nM1_KelvinMeasurement_Res	PM_Die_woCap_KLV_pM1_KLV_pM1_KelvinMeasurement_Res	PM_Die_woCap_KLV_nSiM1_KLV_nSiM1_KelvinMeasurement_Res	PM_Die_woCap_KLV_pSiM1_KLV_pSiM1_KelvinMeasurement_Res	PM_Die_woCap_KLV_SiM1_KLV_SiM1_KelvinMeasurement_Res	PM_Die_woCap_Z_M1M2_M1M4_dZ_M1M2_Resistor2Terminals_Res	PM_Die_woCap_Z_M1M2_M1M4_dZ_M1M4_Resistor2Terminals_Res	PM_Die_woCap_Z_M2M3_M3M4_dZ_M2M3_Resistor2Terminals_Res	PM_Die_woCap_Z_M2M3_M3M4_dZ_M3M4_Resistor2Terminals_Res	PM_Die_woCap_tRm24_09_dMeander2_09_Resistor2Terminals_Res	PM_Die_woCap_tRm24_09_dMeander4_09_Resistor2Terminals_Res	PM_Die_woCap_tRm24_dMeander2_Resistor2Terminals_Res	PM_Die_woCap_tRm24_dMeander4_Resistor2Terminals_Res	PM_Die_woCap_tRm13_09_dMeander1_09_Resistor2Terminals_Res	PM_Die_woCap_tRm13_09_dMeander3_09_Resistor2Terminals_Res	PM_Die_woCap_tRm13_dMeander1_Resistor2Terminals_Res	PM_Die_woCap_tRm13_dMeander3_Resistor2Terminals_Res	PM_Die_woCap_ZnpM1_dZnM1_Resistor2Terminals_Res	PM_Die_woCap_ZnpM1_dZpM1_Resistor2Terminals_Res	PM_Die_woCap_ZnpSiM1_dZnSiM1_Resistor2Terminals_Res	PM_Die_woCap_ZnpSiM1_dZpSiM1_Resistor2Terminals_Res	PM_Die_woCap_ZSiM1_dZSiM1_Resistor2Terminals_Res
0,1	+2.606203E+01	+2.489420E+01	+5.723116E+00	+4.636069E+00	+3.791469E+00	+2.411672E+00	+2.610285E+00	+2.410800E+00	+1.267026E+01	+2.610625E+00	+5.436260E+00	+2.811358E+00	+4.470273E+00	+3.305239E+00	+5.250000E-01	+1.261000E-11	+1.136800E-11	+1.894667E-12	+1.569230E-03	+4.483514E-04	+1.650000E+01	+9.200000E+00	-5.250000E-01	-1.043260E-08	-1.738767E-09	-1.070900E-11	-7.713420E-04	-2.203834E-04	-4.125000E+00	-2.000000E-01																																					+3.185094E+00	+2.226179E+00	+4.674733E+00	+1.433004E+00	+3.104320E+00	+1.421675E+00	+1.510232E+00	+3.934684E+00											+1.060614E+01	+8.841733E+00	+7.342144E+00	+6.825939E+00	+1.390821E+00
1,1	+2.227171E+01	+1.692047E+01	+5.802483E+00	+3.261579E+00	+1.275592E+01	+2.385781E+00	+2.786680E+00	+2.348520E+00	+3.204615E+00	+2.672011E+00	+2.901073E+00	+2.734856E+00	+1.418641E+01	+3.391555E+00	+5.250000E-01	+1.318200E-11	+1.248900E-11	+2.081500E-12	+1.563200E-03	+4.466286E-04	+1.650000E+01	+9.250000E+00	-5.500000E-01	-1.460940E-08	-2.434900E-09	-1.098900E-11	-7.585070E-04	-2.167163E-04	-3.525000E+00	-2.660000E+00																																					+3.122136E+00	+4.856247E+00	+2.974316E+00	+2.538674E+00	+1.448392E+00	+2.380975E+00	+1.442169E+00	+3.824823E+00											+1.046846E+01	+8.741259E+00	+7.385524E+00	+7.235890E+00	+1.390821E+00
2,1	+1.008369E+01	+1.094571E+01	+4.359198E+00	+5.276210E+00	+2.477701E+00	+2.379536E+00	+1.070148E+01	+2.440215E+00	+2.795248E+00	+2.537749E+00	+2.957267E+00	+2.945508E+00	+6.793478E+00	+5.638568E+00	+5.250000E-01	+1.172800E-11	+1.157400E-11	+1.929000E-12	+1.530040E-03	+4.371543E-04	+1.650000E+01	+9.200000E+00	-5.500000E-01	-7.016290E-09	-1.169382E-09	-9.674000E-12	-7.403890E-04	-2.115397E-04	-4.400000E+00	-8.800000E+00																																					+3.086918E+00	+4.509481E+00	+3.392141E+00	+3.393977E+00	+1.397993E+00	+1.385627E+00	+1.286339E+00	+3.577818E+00											+1.048053E+01	+9.021200E+00	+7.278020E+00	+6.870491E+00	+1.429082E+00
3,1	+8.345852E+00	+8.850341E+00	+1.928640E+00	+2.399808E+00	+2.568383E+00	+2.425124E+00	+1.199400E+01	+2.437835E+00	+8.392782E+00	+2.512247E+00	+7.923930E+00	+2.813335E+00	+1.316916E+01	+3.577178E+00	+5.250000E-01	+9.001000E-12	+9.404000E-12	+1.567333E-12	+1.532810E-03	+4.379457E-04	+1.650000E+01	+9.200000E+00	-5.500000E-01	-3.347170E-10	-5.578617E-11	-8.158000E-12	-7.472290E-04	-2.134940E-04	-6.350000E+00	-9.000000E+00																																					+2.926805E+00	+6.153575E+00	+4.156421E+00	+1.751794E+00	+1.354140E+00	+2.353591E+00	+1.160564E+00	+3.339456E+00											+1.046463E+01	+8.631852E+00	+7.572889E+00	+6.956522E+00	+1.374098E+00
4,1	+4.260758E+00	+5.652911E+00	+1.792115E+00	+3.046923E+00	+1.313370E+01	+2.405292E+00	+2.904866E+00	+2.481082E+00	+9.263548E+00	+2.591009E+00	+2.884338E+00	+2.794077E+00	+3.522987E+00	+3.538570E+00	+5.250000E-01	+6.881000E-12	+8.170000E-12	+1.361667E-12	+1.548880E-03	+4.425371E-04	+1.550000E+01	+9.200000E+00	-5.250000E-01	-3.026300E-11	-5.043833E-12	-6.244000E-12	-7.593560E-04	-2.169589E-04	-7.675000E+00	-9.150000E+00																																					+2.853465E+00	+4.677117E+00	+4.580333E+00	+1.294055E+00	+1.295699E+00	+2.788774E+00	+1.114641E+00	+3.240966E+00											+1.043950E+01	+3.075031E+03	+7.401925E+00	+6.856359E+00	+1.405975E+00
5,1	+3.424658E+00	+3.673769E+00	+3.699593E+00	+3.909304E+00	+2.920134E+00	+2.542265E+00	+1.317870E+01	+2.583312E+00	+1.356392E+01	+2.678093E+00	+2.830856E+00	+2.809383E+00	+8.661758E+00	+3.694126E+00	+5.250000E-01	+5.780000E-12	+6.659000E-12	+1.109833E-12	+1.561400E-03	+4.461143E-04	+1.550000E+01	+9.200000E+00	-5.250000E-01	-5.345000E-12	-8.908333E-13	-4.829000E-12	-7.804780E-04	-2.229937E-04	-1.245000E+01	-9.150000E+00																																					+2.715522E+00	+6.346611E+00	+4.541323E+00	+1.405235E+00	+1.488306E+00	+1.407560E+00	+1.052853E+00	+1.941936E+01											+1.059042E+01	+1.494433E+01	+7.410152E+00	+7.293946E+00	+1.463593E+00
6,1	+1.109385E+01	+1.148897E+01	+2.060157E+00	+2.413127E+00	+4.051043E+00	+2.513194E+00	+3.071725E+00	+2.515723E+00	+1.458576E+01	+2.696872E+00	+6.655574E+05	+4.647920E+01	+9.765625E+05	+8.087343E+01	+0.000000E+00	+3.200000E+30	+3.200000E+30	+1.666643E-05	+3.100000E+30	+4.331629E-06	+2.000000E+00	+5.000000E-02	-1.000000E+07	-1.089300E-06	-1.815500E-07	-6.666510E-05	-5.545960E-10	-1.584560E-10	-1.000000E+07	-7.500000E-01																																					+2.765151E+00	+2.050752E+00	+2.916319E+00	+1.508196E+00	+1.742330E+00	+2.060986E+00	+1.145672E+00	+3.257329E+00											+1.555452E+02	+1.134301E+04	+6.961364E+00	+6.851662E+00	+1.340932E+00
6,0	-5.050505E+09	-5.555556E+10	-8.000000E+09	-9.259259E+09	+6.250000E+09	+1.941748E+09	+3.508772E+09	+1.941748E+09	+1.869159E+09	+2.127660E+09	+2.083333E+09	+2.739726E+09	+2.298851E+09	+2.985075E+09	-1.000000E+07	+1.610100E-11	+1.519700E-11	+2.532833E-12	+1.193800E-11	+3.410857E-12	-1.000000E+07	-1.000000E+07	-1.000000E+07	-1.468500E-11	-2.447500E-12	-1.584400E-11	-1.177300E-11	-3.363714E-12	-1.000000E+07	-1.000000E+07																																					+4.811646E+09	+4.717825E+09	+6.189471E+09	+9.271319E+09	+8.792195E+09	+7.413598E+09	+3.508772E+08	+2.666667E+08											+5.405405E+08	+2.409639E+08	+2.352941E+08	+2.083333E+08	+5.714286E+07
4,0	+7.011148E-01	+7.044238E-01	+7.510891E-01	+6.918979E-01	+2.792906E+00	+2.386065E+00	+1.236552E+01	+2.398369E+00	+3.034441E+00	+2.622263E+00	+9.975062E+04	+2.761287E+00	+5.408329E+00	+3.529204E+00	+5.250000E-01	+6.859000E-12	+6.835000E-12	+1.139167E-12	+1.553810E-03	+4.439457E-04	+1.550000E+01	+9.200000E+00	-5.500000E-01	-2.014400E-11	-3.357333E-12	-5.314000E-12	-7.505470E-04	-2.144420E-04	-7.625000E+00	-9.050000E+00																																					+2.793557E+00	+2.224831E+00	+2.015341E+00	+3.000189E+00	+2.614946E+00	+1.281022E+00	+1.119633E+00	+3.255738E+00											+1.027749E+01	+1.447911E+02	+7.049700E+00	+6.805036E+00	+1.345442E+00
3,0	+1.335648E+00	+2.070393E+00	+1.233502E+00	+1.897533E+00	+2.559181E+00	+2.362949E+00	+2.748385E+00	+2.386920E+00	+3.872217E+00	+2.628466E+00	+2.719608E+00	+2.808200E+00	+5.988024E+00	+3.454828E+00	+5.250000E-01	+9.668000E-12	+9.445000E-12	+1.574167E-12	+1.548960E-03	+4.425600E-04	+1.600000E+01	+9.200000E+00	-5.500000E-01	-3.445480E-09	-5.742467E-10	-7.956000E-12	-7.478300E-04	-2.136657E-04	-7.350000E+00	-8.950000E+00																																					+2.925590E+00	+2.139836E+00	+4.024491E+00	+2.126980E+00	+1.329066E+00	+2.584971E+00	+1.199472E+00	+3.410060E+00											+1.060445E+01	+8.775779E+00	+7.094714E+00	+6.978367E+00	+1.394214E+00
2,0	+2.023063E+00	+2.386065E+00	+9.743740E-01	+1.256124E+00	+2.790179E+00	+2.310002E+00	+1.125302E+01	+2.303882E+00	+1.106991E+01	+2.545177E+00	+6.389776E+00	+2.810963E+00	+1.477432E+01	+3.253090E+00	+5.250000E-01	+1.116300E-11	+1.093600E-11	+1.822667E-12	+1.449380E-03	+4.141086E-04	-1.000000E+07	+9.200000E+00	-5.250000E-01	-2.660540E-08	-4.434233E-09	-7.817000E-12	-7.504390E-04	-2.144111E-04	-3.575000E+00	-1.500000E-01																																					+3.066583E+00	+2.004396E+00	+1.913003E+00	+2.137392E+00	+1.981752E+00	+3.592034E+00	+1.340483E+00	+3.667033E+00											+1.061121E+01	+8.818342E+00	+7.209805E+00	+7.064641E+00	+1.416932E+00
1,0	+3.094059E+00	+2.955083E+00	+3.220612E+00	+3.022975E+00	+2.890173E+00	+2.400384E+00	+4.932182E+00	+2.406160E+00	+3.030303E+00	+2.542265E+00	+3.150102E+00	+2.816901E+00	+9.341429E+00	+3.414135E+00	+5.250000E-01	+1.239200E-11	+1.257700E-11	+2.096167E-12	+1.547530E-03	+4.421514E-04	+1.700000E+01	+9.150000E+00	-5.500000E-01	-1.161140E-08	-1.935233E-09	-8.483000E-12	-7.613180E-04	-2.175194E-04	-3.825000E+00	-2.500000E-01																																					+3.064584E+00	+3.585280E+00	+3.299503E+00	+1.622634E+00	+2.073678E+00	+1.304630E+00	+1.492537E+00	+3.931590E+00											+1.042970E+01	+8.722198E+00	+7.020007E+00	+7.052186E+00	+1.391788E+00
0,0	+2.207993E+00	+2.369107E+00	+2.143163E+00	+2.250225E+00	+1.283203E+01	+2.381519E+00	+1.186029E+01	+2.328289E+00	+2.763194E+00	+2.623983E+00	+1.306592E+01	+2.830456E+00	+7.656968E+00	+4.164064E+00	+5.250000E-01	+1.176200E-11	+1.121600E-11	+1.869333E-12	+1.559460E-03	+4.455600E-04	+1.750000E+01	+9.200000E+00	-5.250000E-01	-4.982920E-08	-8.304867E-09	-8.153000E-12	-7.632270E-04	-2.180649E-04	-3.100000E+00	-5.000000E-02																																					+3.200482E+00	+3.005032E+00	+4.106925E+00	+1.432945E+00	+1.333435E+00	+2.659688E+00	+1.520681E+00	+3.950227E+00											+1.022338E+01	+8.752735E+00	+7.315289E+00	+7.000350E+00	+1.373155E+00
-1,0	+9.755146E+00	+9.940358E+00	+2.806624E+00	+2.491281E+00	+2.740477E+00	+2.400384E+00	+1.150351E+01	+2.434867E+00	+2.732987E+00	+2.543558E+00	+2.955083E+00	+2.868617E+00	+8.183306E+00	+3.640998E+00	+5.000000E-01	+3.200000E+30	+8.778000E-12	+1.463000E-12	+3.100000E+30	+3.751971E-04	+1.600000E+01	+9.250000E+00	-5.500000E-01	-2.876990E-08	-4.794983E-09	-8.222000E-12	-7.602260E-04	-2.172074E-04	-3.375000E+00	-1.000000E-01																																					+3.116953E+00	+2.051774E+00	+4.273791E+00	+2.688464E+00	+2.399828E+00	+1.403621E+00	+1.389564E+00	+3.753049E+00											+1.050034E+01	+8.940545E+00	+7.181329E+00	+6.985679E+00	+1.412928E+00
-2,0	+2.570033E+00	+3.298153E+00	+2.999400E+00	+3.642987E+00	+3.003454E+00	+2.407029E+00	+2.838490E+00	+2.474023E+00	+1.014250E+01	+2.768166E+00	+5.121639E+00	+2.628121E+00	+1.373909E+01	+3.271181E+00	+5.250000E-01	+1.158700E-11	+1.134700E-11	+1.891167E-12	+1.534580E-03	+4.384514E-04	+1.650000E+01	+9.200000E+00	-5.500000E-01	-5.403520E-09	-9.005867E-10	-8.655000E-12	-7.581940E-04	-2.166269E-04	-4.625000E+00	-3.740000E+00																																					+3.015295E+00	+3.185094E+00	+4.358906E+00	+1.489313E+00	+2.296127E+00	+1.401399E+00	+1.299207E+00	+3.600360E+00											+9.775171E+03	+9.358914E+00	+7.578628E+00	+7.029877E+00	+1.460387E+00
-3,0	+1.920123E+00	+2.957705E+00	+1.773364E+00	+2.755580E+00	+1.158346E+01	+2.332362E+00	+1.126634E+01	+2.343292E+00	+3.450656E+00	+2.631579E+00	+2.852660E+00	+2.655337E+00	+8.261049E+00	+3.316750E+00	+5.250000E-01	+1.152400E-11	+1.083500E-11	+1.805833E-12	+1.555050E-03	+4.443000E-04	+1.650000E+01	+9.250000E+00	-5.500000E-01	-7.626630E-10	-1.271105E-10	-9.906000E-12	-7.560900E-04	-2.160257E-04	-6.150000E+00	-9.100000E+00																																					+3.088517E+00	+4.091848E+00	+4.717564E+00	+2.398170E+00	+2.808145E+00	+2.365276E+00	+1.296680E+00	+3.712642E+00											+1.036431E+01	+1.490202E+05	+6.985679E+00	+6.791171E+00	+1.365188E+00
-4,0	+2.150075E+00	+3.703704E+00	+1.411433E+00	+2.896032E+00	+2.735978E+00	+2.312406E+00	+2.562460E+00	+2.438430E+00	+2.823264E+00	+2.533249E+00	+2.903600E+00	+2.775465E+00	+4.976362E+00	+3.358522E+00	+5.250000E-01	+1.095000E-11	+9.704000E-12	+1.617333E-12	+1.531880E-03	+4.376800E-04	+1.550000E+01	+9.200000E+00	-5.500000E-01	-2.395800E-11	-3.993000E-12	-9.579000E-12	-7.426040E-04	-2.121726E-04	-7.225000E+00	-9.000000E+00																																					+2.940386E+00	+4.846398E+00	+4.281567E+00	+1.302156E+00	+1.300409E+00	+2.258554E+00	+1.295421E+00	+3.512469E+00											+1.038152E+01	+8.532423E+00	+7.094714E+00	+6.901311E+00	+1.382170E+00
-6,0	-4.901961E+09	-1.010101E+10	+2.500000E+10	-1.010101E+10	+1.481481E+09	+3.225806E+09	+1.398601E+09	+2.380952E+09	+1.418440E+09	+4.651163E+09	+1.834862E+09	+9.090909E+09	+2.127660E+09	+1.176471E+10	-1.000000E+07	+1.302400E-11	+1.693700E-11	+2.822833E-12	+1.399700E-11	+3.999143E-12	-1.000000E+07	-1.000000E+07	-1.000000E+07	-1.555500E-11	-2.592500E-12	-1.199300E-11	-1.360100E-11	-3.886000E-12	-1.000000E+07	-1.000000E+07																																					+2.048316E+09	+1.766181E+09	+2.089391E+09	+2.578662E+09	+2.009950E+09	+1.893177E+09	+1.574803E+08	+1.801802E+08											+4.347826E+08	+1.398601E+08	+1.492537E+08	+1.851852E+08	+6.779661E+07
-6,-1	+3.944773E+00	+3.907776E+00	+8.268563E-01	+7.341066E-01	+1.462844E+01	+2.565089E+00	+6.351223E+00	+2.536462E+00	+1.372024E+01	+2.757100E+00	+6.375518E+02	+3.760812E+04	+5.028916E+02	+5.648122E+02	+5.250000E-01	+6.293000E-12	+6.492000E-12	+1.082000E-12	+1.559720E-03	+4.456343E-04	+1.600000E+01	+9.200000E+00	-5.500000E-01	-5.340000E-12	-8.900000E-13	-5.873000E-12	-7.788900E-04	-2.225400E-04	-1.650500E+01	-8.850000E+00																																					+2.470710E+00	+1.605442E+06	+1.025055E+08	+1.160882E+00	+1.075412E+00	+1.123931E+00	+1.120825E+00	+2.757860E+00											+9.149131E+04	+2.857143E+08	+6.898931E+00	+6.583278E+00	+1.297859E+00
-5,-1	+1.280246E+00	+1.027432E+00	+1.772735E+00	+1.456240E+00	+1.457726E+01	+2.528125E+00	+3.263708E+00	+2.402691E+00	+1.313284E+01	+2.757480E+00	+7.393715E+00	+2.899391E+00	+1.435647E+01	+3.426418E+00	+5.000000E-01	+9.593000E-12	+8.232000E-12	+1.372000E-12	+1.570100E-03	+4.486000E-04	+1.600000E+01	+9.250000E+00	-5.500000E-01	-6.931000E-12	-1.155167E-12	-7.661000E-12	-7.799380E-04	-2.228394E-04	-1.143000E+01	-9.150000E+00																																					+2.893393E+00	+3.661820E+00	+4.509066E+00	+1.270388E+00	+2.499590E+00	+1.204616E+00	+1.316222E+00	+3.494671E+00											+1.005986E+01	+8.496177E+00	+7.158196E+00	+6.837607E+00	+1.409443E+00
-4,-1	+2.938584E+00	+1.990842E+00	+2.196837E+00	+1.182872E+00	+2.714809E+00	+2.404424E+00	+2.817298E+00	+2.325041E+00	+2.755960E+00	+2.762813E+00	+2.761668E+00	+2.878941E+00	+3.352892E+00	+3.542331E+00	+5.250000E-01	+1.130200E-11	+1.009900E-11	+1.683167E-12	+1.547520E-03	+4.421486E-04	+1.550000E+01	+9.250000E+00	-5.500000E-01	-1.602500E-11	-2.670833E-12	-9.814000E-12	-7.660170E-04	-2.188620E-04	-8.925000E+00	-9.100000E+00																																					+2.899702E+00	+4.888000E+00	+3.850901E+00	+1.292648E+00	+2.758368E+00	+2.588762E+00	+1.331824E+00	+3.516793E+00											+1.028331E+01	+8.676790E+00	+7.087172E+00	+6.865774E+00	+1.364722E+00
-3,-1	+1.377221E+00	+1.159555E+00	+1.572080E+00	+1.291656E+00	+2.498438E+00	+2.415167E+00	+5.904931E+00	+2.396358E+00	+9.066183E+00	+2.619859E+00	+1.377980E+05	+2.625361E+00	+1.410636E+01	+4.445432E+00	+5.250000E-01	+1.196000E-11	+1.027700E-11	+1.712833E-12	+1.538940E-03	+4.396971E-04	+1.600000E+01	+9.200000E+00	-5.500000E-01	-1.309980E-10	-2.183300E-11	-9.873000E-12	-7.474470E-04	-2.135563E-04	-7.025000E+00	-9.100000E+00																																					+2.880167E+00	+2.274223E+00	+1.817329E+00	+2.899184E+00	+1.723432E+00	+1.335716E+00	+1.331558E+00	+3.719546E+00											+1.038799E+03	+3.531073E+02	+7.142857E+00	+6.781960E+00	+1.389371E+00
-2,-1	+1.374382E+00	+1.523926E+00	+1.236705E+00	+1.321702E+00	+2.775080E+00	+2.310536E+00	+2.801905E+00	+2.400960E+00	+2.955956E+00	+2.614721E+00	+2.600442E+05	+2.801120E+00	+3.200512E+00	+3.508772E+00	+5.250000E-01	+1.085800E-11	+9.586000E-12	+1.597667E-12	+1.561140E-03	+4.460400E-04	+1.650000E+01	+9.250000E+00	-5.250000E-01	-1.265630E-08	-2.109383E-09	-8.839000E-12	-7.667960E-04	-2.190846E-04	-4.075000E+00	-1.500000E-01																																					+3.135939E+00	+4.061946E+00	+4.632331E+00	+1.546687E+00	+3.864438E+00	+1.369261E+00	+1.316656E+00	+3.623845E+00											+1.035197E+01	+4.532064E+03	+7.189073E+00	+6.963788E+00	+1.407955E+00
-1,-1	+5.131100E+00	+5.117445E+00	+1.607976E+00	+1.549907E+00	+6.297229E+00	+2.295948E+00	+1.212415E+01	+2.365184E+00	+1.228577E+01	+2.410219E+00	+2.887670E+00	+2.684203E+00	+7.291287E+00	+3.264240E+00	+5.250000E-01	+9.976000E-12	+9.642000E-12	+1.607000E-12	+1.541370E-03	+4.403914E-04	+1.600000E+01	+9.200000E+00	-5.500000E-01	-1.292640E-08	-2.154400E-09	-8.269000E-12	-7.396580E-04	-2.113309E-04	-4.000000E+00	-2.000000E-01																																					+3.170906E+00	+4.647393E+00	+3.029202E+00	+1.532692E+00	+2.937498E+00	+2.334989E+00	+1.362119E+00	+3.687996E+00											+1.061684E+01	+8.779631E+00	+7.280670E+00	+6.775068E+00	+1.429082E+00
0,-1	+1.635056E+00	+1.781578E+00	+1.228350E+00	+1.312336E+00	+2.713704E+00	+2.371073E+00	+3.438198E+00	+2.317497E+00	+1.260398E+01	+2.593025E+00	+2.779322E+00	+2.726653E+00	+5.182690E+00	+3.517411E+00	+5.250000E-01	+1.003000E-11	+9.158000E-12	+1.526333E-12	+1.540400E-03	+4.401143E-04	+1.600000E+01	+9.200000E+00	-5.500000E-01	-1.613580E-09	-2.689300E-10	-8.042000E-12	-7.564620E-04	-2.161320E-04	-5.525000E+00	-9.000000E+00																																					+3.187834E+00	+4.842355E+00	+1.852059E+00	+2.247506E+00	+1.432738E+00	+1.390144E+00	+1.462202E+00	+3.852080E+00											+1.066951E+01	+8.710801E+00	+7.267442E+00	+6.865774E+00	+1.404001E+00
1,-1	+2.995806E+00	+2.914602E+00	+1.381215E+00	+1.317349E+00	+1.185255E+01	+2.315887E+00	+2.693603E+00	+2.464268E+00	+2.797594E+00	+2.539683E+00	+3.056235E+00	+2.787845E+00	+1.414727E+01	+3.398471E+00	+5.250000E-01	+1.044600E-11	+1.004000E-11	+1.673333E-12	+1.523420E-03	+4.352629E-04	+1.650000E+01	+9.150000E+00	-5.250000E-01	-1.134270E-08	-1.890450E-09	-8.222000E-12	-7.397900E-04	-2.113686E-04	-4.700000E+00	-8.440000E+00																																					+3.238322E+00	+2.229911E+00	+4.605392E+00	+1.555944E+00	+1.477524E+00	+1.354895E+00	+1.438435E+00	+3.841721E+00											+1.061740E+01	+8.877053E+00	+7.256894E+00	+7.072136E+00	+1.401542E+00
2,-1	+2.128565E+00	+3.549876E+00	+1.386770E+00	+2.744237E+00	+2.703068E+00	+2.357656E+00	+5.503577E+00	+2.301761E+00	+2.911208E+00	+2.548095E+00	+1.211387E+01	+2.600104E+00	+1.321528E+01	+3.507541E+00	+5.250000E-01	+1.048700E-11	+9.823000E-12	+1.637167E-12	+1.532710E-03	+4.379171E-04	+1.650000E+01	+9.200000E+00	+5.000000E+00	-1.838850E-08	-3.064750E-09	-1.679630E-08	-7.405130E-04	-2.115751E-04	-4.275000E+00	-2.450000E+00																																					+3.010852E+00	+4.085124E+00	+3.481728E+00	+2.188383E+00	+1.333139E+00	+2.946709E+00	+1.279100E+00	+3.545471E+00											+1.054574E+01	+8.650519E+00	+7.326007E+00	+7.039775E+00	+1.397624E+00
